序号,食物名称,食物热量,食物营养信息链接
717,千岛沙拉酱，又叫沙拉酱、沙律酱、美乃滋,热量：475 大卡(每100克),http://www.boohee.com/shiwu/qiandaoshalajiang
718,雪菜，又叫雪里蕻,热量：39 大卡(每100克),http://www.boohee.com/shiwu/xuecai
719,番茄沙司,热量：112 大卡(每100克),http://www.boohee.com/shiwu/fanqieshasi
720,白醋,热量：6 大卡(每100克),http://www.boohee.com/shiwu/baicu
721,花生酱,热量：600 大卡(每100克),http://www.boohee.com/shiwu/huashengjiang
722,红豆沙,热量：244 大卡(每100克),http://www.boohee.com/shiwu/hongdousha
723,辣椒酱，又叫辣椒糊,热量：36 大卡(每100克),http://www.boohee.com/shiwu/lajiaojiang
724,味精，又叫味素、味之素,热量：268 大卡(每100克),http://www.boohee.com/shiwu/weijing
725,榨菜（鱼泉牌）,热量：51 大卡(每100克),http://www.boohee.com/shiwu/zhacai_yuquanpai
726,冰糖,热量：397 大卡(每100克),http://www.boohee.com/shiwu/bingtang
727,鸡精,热量：195 大卡(每100克),http://www.boohee.com/shiwu/jijing
728,番茄酱，又叫茄汁,热量：83 大卡(每100克),http://www.boohee.com/shiwu/fanqiejiang
729,绵白糖,热量：396 大卡(每100克),http://www.boohee.com/shiwu/mianbaitang
730,食盐，又叫盐、盐巴、咸鹾,热量：0 大卡(每100克),http://www.boohee.com/shiwu/jingyan
731,腐乳(香辣味）,热量：158 大卡(每100克),http://www.boohee.com/shiwu/furu_xianglawei
732,牛肉酱（阿香婆）,热量：488 大卡(每100克),http://www.boohee.com/shiwu/niuroujiang_axiangpo
733,红豆馅,热量：261 大卡(每100克),http://www.boohee.com/shiwu/hongdouxian
734,豆瓣辣酱,热量：73 大卡(每100克),http://www.boohee.com/shiwu/doubanlajiang
735,麻辣酱,热量：145 大卡(每100克),http://www.boohee.com/shiwu/malajiang
736,糟豆腐乳，又叫糟乳,热量：157 大卡(每100克),http://www.boohee.com/shiwu/zaodoufuru
737,广乐香辣咸菜,热量：60 大卡(每100克),http://www.boohee.com/shiwu/guanglexianglaxiancai
738,腐乳(臭)，又叫臭豆腐、臭腐乳,热量：132 大卡(每100克),http://www.boohee.com/shiwu/furu_chou
739,酱油(高级),热量：71 大卡(每100克),http://www.boohee.com/shiwu/jiangyou_gaoji
740,陈醋,热量：114 大卡(每100克),http://www.boohee.com/shiwu/chencu
741,苹果酱,热量：278 大卡(每100克),http://www.boohee.com/shiwu/pingguojiang
742,宫岛 橄榄菜,热量：358 大卡(每100克),http://www.boohee.com/shiwu/gongdaoganlancai
743,辣椒粉,热量：290 大卡(每100克),http://www.boohee.com/shiwu/lajiaofen
744,蜂蜜（油菜花）,热量：338 大卡(每100克),http://www.boohee.com/shiwu/fengmi_youcaihua
745,蒜蓉辣酱,热量：96 大卡(每100克),http://www.boohee.com/shiwu/suanronglajiang
746,胡椒粉,热量：361 大卡(每100克),http://www.boohee.com/shiwu/hujiaofen
747,腌雪里蕻，又叫腌雪菜,热量：29 大卡(每100克),http://www.boohee.com/shiwu/axuelihong
748,草莓酱,热量：270 大卡(每100克),http://www.boohee.com/shiwu/caomeijiang
749,五香豆豉，又叫大苦、香豉、康伯,热量：270 大卡(每100克),http://www.boohee.com/shiwu/wuxiangdouchi
750,豆瓣酱(辣油),热量：188 大卡(每100克),http://www.boohee.com/shiwu/doubanjiang_layou
751,剁辣椒,热量：42 大卡(每100克),http://www.boohee.com/shiwu/duolajiao
752,咖喱粉,热量：341 大卡(每100克),http://www.boohee.com/shiwu/kalifen
753,香油辣酱,热量：67 大卡(每100克),http://www.boohee.com/shiwu/xiangyoulajiang
754,酱花生米,热量：367 大卡(每100克),http://www.boohee.com/shiwu/jianghuashengmi
755,生抽,热量：20 大卡(每100克),http://www.boohee.com/shiwu/shengchou
756,酱油(三鲜),热量：41 大卡(每100克),http://www.boohee.com/shiwu/jiangyou_sanxian
757,太古 纯正方糖,热量：400 大卡(每100克),http://www.boohee.com/shiwu/taiguchunzhengfangtang
758,蒜头(甜)，又叫糖蒜,热量：117 大卡(每100克),http://www.boohee.com/shiwu/suantou_tian
759,蜂蜜（硬蜜）,热量：328 大卡(每100克),http://www.boohee.com/shiwu/fengmi_yingmi
760,鱼泉榨菜（低盐）,热量：57 大卡(每100克),http://www.boohee.com/shiwu/yuquanzhacaihidiyanhi
761,海鲜酱（阿香婆）,热量：492 大卡(每100克),http://www.boohee.com/shiwu/haixianjiang_axiangpo
762,面包屑,热量：355 大卡(每100克),http://www.boohee.com/shiwu/mianbaoxie
763,家乐浓汤宝（老母鸡汤）,热量：171 大卡(每100克),http://www.boohee.com/shiwu/jialenongtangbao
764,葱伴侣大酱 袋装180g,热量：139 大卡(每100克),http://www.boohee.com/shiwu/congbanlvdajiang
765,helios果爱草莓果酱（无糖）,热量：105 大卡(每100克),http://www.boohee.com/shiwu/heliosguoaicaomeiguojianghiwutanghi
766,牛头牌 沙茶酱,热量：757 大卡(每100克),http://www.boohee.com/shiwu/niutoupaishachajiang
767,黄酱，又叫大豆酱、豆酱、大酱,热量：138 大卡(每100克),http://www.boohee.com/shiwu/huangjiang
768,腐乳（白，王致和牌）[酱豆腐],热量：153 大卡(每100克),http://www.boohee.com/shiwu/furu_bai_wangzhihepai_jiangdoufu
769,甜辣黄瓜,热量：102 大卡(每100克),http://www.boohee.com/shiwu/tianlahuanggua
770,酱油(一级),热量：66 大卡(每100克),http://www.boohee.com/shiwu/jiangyou_yiji
771,美极酸辣汤料,热量：323 大卡(每100克),http://www.boohee.com/shiwu/meijisuanlatangliao
772,什锦菜,热量：38 大卡(每100克),http://www.boohee.com/shiwu/shijincai
773,五香粉,热量：359 大卡(每100克),http://www.boohee.com/shiwu/wuxiangfen
774,香醋,热量：68 大卡(每100克),http://www.boohee.com/shiwu/xiangcu
775,酱大头菜,热量：41 大卡(每100克),http://www.boohee.com/shiwu/jiangdatoucai
776,鱼子酱，又叫鱼籽酱,热量：201 大卡(每100克),http://www.boohee.com/shiwu/yuzijiang
777,鱼泉牌鲜香榨菜,热量：74 大卡(每100克),http://www.boohee.com/shiwu/yuquanpaixianxiangzhacai
778,家乐番茄沙司,热量：94 大卡(每100克),http://www.boohee.com/shiwu/jialefanqieshasi
779,老抽,热量：129 大卡(每100克),http://www.boohee.com/shiwu/laochou
780,芙蓉鲜蔬汤,热量：388 大卡(每100克),http://www.boohee.com/shiwu/furongxianshutang
781,花椒，又叫大椒、蜀椒、点椒,热量：316 大卡(每100克),http://www.boohee.com/shiwu/huajiao
782,萝卜干，又叫菜脯,热量：67 大卡(每100克),http://www.boohee.com/shiwu/luobogan
783,SMUCKER'S红树莓果酱,热量：250 大卡(每100克),http://www.boohee.com/shiwu/SMUCKERhiShongshumeiguojiang
784,TEDDIE 花生酱(颗粒),热量：594 大卡(每100克),http://www.boohee.com/shiwu/TEDDIEhiPEANUThiBUTTERhihiCHUNKYhi
785,牛肉辣瓣酱,热量：129 大卡(每100克),http://www.boohee.com/shiwu/niuroulabanjiang
786,腐乳（白，石宝寨牌）[酱豆腐],热量：115 大卡(每100克),http://www.boohee.com/shiwu/furu_bai_shibaozhaipai_jiangdoufu
787,酱油(多味),热量：86 大卡(每100克),http://www.boohee.com/shiwu/jiangyou_duowei
788,酱蘑菇,热量：122 大卡(每100克),http://www.boohee.com/shiwu/jiangmogu
789,酸辣紫菜汤,热量：339 大卡(每100克),http://www.boohee.com/shiwu/suanlazicaitang
790,八宝菜，又叫如意菜,热量：78 大卡(每100克),http://www.boohee.com/shiwu/babaocai
791,腌芥菜头，又叫煮芥，煮疙瘩,热量：44 大卡(每100克),http://www.boohee.com/shiwu/ajiecaitou
792,家乐牌浓汤宝（牛肉味）,热量：184 大卡(每100克),http://www.boohee.com/shiwu/jialepainongtangbao_niurouwei
793,五香醋,热量：14 大卡(每100克),http://www.boohee.com/shiwu/wuxiangcu
794,家乐牌浓汤宝（浓滑鱼汤）,热量：161 大卡(每100克),http://www.boohee.com/shiwu/jialepainongtangbao_nonghuayutang
795,黄豆酱油,热量：38 大卡(每100克),http://www.boohee.com/shiwu/huangdoujiangyou
796,光明奶酪酱（原味）,热量：276 大卡(每100克),http://www.boohee.com/shiwu/guangmingnailaojiang_yuanwei
797,腌韭菜花,热量：17 大卡(每100克),http://www.boohee.com/shiwu/ajiucaihua
798,花生酱（加巧克力）,热量：633 大卡(每100克),http://www.boohee.com/shiwu/huashengjiang_jiaqiaokeli
799,家乐牌海鲜汤,热量：323 大卡(每100克),http://www.boohee.com/shiwu/jialepaihaixiantang
800,海会寺白菜豆腐乳,热量：93 大卡(每100克),http://www.boohee.com/shiwu/haihuisibaicaidoufuru
801,和路雪 轻优蛋白质豆乳雪糕,热量：112 大卡(每100克),http://www.boohee.com/shiwu/fdd2b2b1
802,和路雪 轻优低脂香草味雪糕,热量：105 大卡(每100克),http://www.boohee.com/shiwu/fd5f7db9
803,饼干,热量：435 大卡(每100克),http://www.boohee.com/shiwu/binggan_junzhi
804,O'DAY 高纤奇亚籽苏打饼干，又叫奇亚籽饼干,热量：427 大卡(每100克),http://www.boohee.com/shiwu/fdb86d54
805,蛋糕(黄蛋糕),热量：320 大卡(每100克),http://www.boohee.com/shiwu/dangao_huangdangao
806,薄荷松仁粽子糖,热量：406 大卡(每100克),http://www.boohee.com/shiwu/baohesongrenzongzitang
807,巧克力，又叫朱古力,热量：589 大卡(每100克),http://www.boohee.com/shiwu/qiaokeli
808,冰淇淋，又叫冰激凌、雪糕,热量：127 大卡(每100克),http://www.boohee.com/shiwu/bingqilin
809,红薯干，又叫地瓜干，甘薯干,热量：338 大卡(每100克),http://www.boohee.com/shiwu/diguagan
810,培根汉堡（夹熏肉，奶酪，加调料酱）,热量：311 大卡(每100克),http://www.boohee.com/shiwu/ganlaohanbaobao_jiaxunrou_jiadiaoliaojiang
811,绿豆饼（少糖少油）,热量：122 大卡(每100克),http://www.boohee.com/shiwu/lvdoubing
812,苏打饼干,热量：408 大卡(每100克),http://www.boohee.com/shiwu/sudabinggan
813,麻花,热量：527 大卡(每100克),http://www.boohee.com/shiwu/mahua
814,奶油蛋糕,热量：379 大卡(每100克),http://www.boohee.com/shiwu/naiyoudangao
815,佳梅 真之话梅,热量：180 大卡(每100克),http://www.boohee.com/shiwu/jiameizhenzhihuamei
816,月饼(豆沙),热量：411 大卡(每100克),http://www.boohee.com/shiwu/yuebing_dousha
817,山楂果丹皮,热量：326 大卡(每100克),http://www.boohee.com/shiwu/shanchaguodanpi
818,蛋糕,热量：348 大卡(每100克),http://www.boohee.com/shiwu/dangao_junzhi
819,沙琪玛蛋酥,热量：506 大卡(每100克),http://www.boohee.com/shiwu/shaqimadansu
820,Easy Fun 高蛋白夹心卷（牛奶味）,热量：485 大卡(每100克),http://www.boohee.com/shiwu/fd035e08
821,锅巴（小米）,热量：554 大卡(每100克),http://www.boohee.com/shiwu/guoba_xiaomi
822,薯片（烧烤味）,热量：548 大卡(每100克),http://www.boohee.com/shiwu/shupian_shaokaowei
823,冰棍,热量：47 大卡(每100克),http://www.boohee.com/shiwu/binggun
824,板油酥饼,热量：360 大卡(每100克),http://www.boohee.com/shiwu/banyousubing
825,巧克力(维夫)，又叫朱古力威化,热量：575 大卡(每100克),http://www.boohee.com/shiwu/qiaokeli_weifu
826,奶糖,热量：407 大卡(每100克),http://www.boohee.com/shiwu/naitang
827,曲奇饼,热量：546 大卡(每100克),http://www.boohee.com/shiwu/quqibing
828,蛋糕（巧克力）,热量：437 大卡(每100克),http://www.boohee.com/shiwu/dangao_qiaokeli
829,奶油饼干,热量：431 大卡(每100克),http://www.boohee.com/shiwu/naiyoubinggan
830,酥皮糕点,热量：429 大卡(每100克),http://www.boohee.com/shiwu/supigaodian
831,和路雪绿豆妹妹冰棍,热量：120 大卡(每100克),http://www.boohee.com/shiwu/heluxuelvdoumeimeibinggun
832,面包条（白）,热量：283 大卡(每100克),http://www.boohee.com/shiwu/mianbaotiao_bai
833,肯德基 薯条,热量：298 大卡(每100克),http://www.boohee.com/shiwu/shutiao_kendeji
834,爆米花,热量：387 大卡(每100克),http://www.boohee.com/shiwu/baomihua
835,桃酥,热量：483 大卡(每100克),http://www.boohee.com/shiwu/taosu
836,时兴隆鱿鱼丝,热量：333 大卡(每100克),http://www.boohee.com/shiwu/shixinglongyouyusi
837,百乐宝 巧克力雪糕,热量：174 大卡(每100克),http://www.boohee.com/shiwu/bailebaoqiaokelixuegao
838,大雪糕,热量：74 大卡(每100克),http://www.boohee.com/shiwu/daxuegao
839,饼干（苏打夹心）,热量：463 大卡(每100克),http://www.boohee.com/shiwu/binggan_sudajiaxin
840,好丽友 蛋黄派[注心蛋黄派],热量：448 大卡(每100克),http://www.boohee.com/shiwu/haoliyoudanhuangpaihizhuxindanhuangpaihi
841,单层汉堡（单层肉饼，无调料酱）,热量：316 大卡(每100克),http://www.boohee.com/shiwu/ganlaohanbaobao_putongxing_jiadancengroubing_wudiaoliaojiang
842,O'Day 高蛋白鸡胸肉肠，又叫鸡肉肠,热量：133 大卡(每100克),http://www.boohee.com/shiwu/fdaa5a31
843,绿豆糕,热量：351 大卡(每100克),http://www.boohee.com/shiwu/lvdougao
844,西式蛋糕,热量：316 大卡(每100克),http://www.boohee.com/shiwu/xishidangao
845,野澤 猴肉（腊梅味） ,热量：295 大卡(每100克),http://www.boohee.com/shiwu/nuomifantuan
846,山楂球,热量：371 大卡(每100克),http://www.boohee.com/shiwu/shanchaqiu
847,德芙 香浓黑巧克力,热量：542 大卡(每100克),http://www.boohee.com/shiwu/defuxiangnongheiqiaokeli
848,夹心酥饼,热量：482 大卡(每100克),http://www.boohee.com/shiwu/jiaxinsubing
849,月饼(五仁),热量：424 大卡(每100克),http://www.boohee.com/shiwu/yuebing_wuren
850,锅巴（豆香）,热量：528 大卡(每100克),http://www.boohee.com/shiwu/guoba_douxiang
851,和路雪 红豆冰棍 ,热量：91 大卡(每100克),http://www.boohee.com/shiwu/heluxuehongdoubinggunhi
852,牛奶糖,热量：435 大卡(每100克),http://www.boohee.com/shiwu/niunaitang
853,太平 梳打饼干海苔口味,热量：485 大卡(每100克),http://www.boohee.com/shiwu/taipingshudabinggan-haitaikouwei
854,鸡汁味干脆面（面饼+调味料）,热量：505 大卡(每100克),http://www.boohee.com/shiwu/jizhiweigancuimian_mianbingdiaoweiliao
855,蚕豆(炸)，又叫开花豆、胡豆、夏豆、罗汉豆,热量：447 大卡(每100克),http://www.boohee.com/shiwu/candou_zha
856,巧克力（黑），又叫黑巧克力,热量：516 大卡(每100克),http://www.boohee.com/shiwu/qiaokeli_hei
857,曲奇饼（加奶油）,热量：526 大卡(每100克),http://www.boohee.com/shiwu/quqibing_jianaiyou
858,酥香兰花豆,热量：419 大卡(每100克),http://www.boohee.com/shiwu/suxianglanhuadou
859,金色传奇鱿鱼丝（原味）,热量：345 大卡(每100克),http://www.boohee.com/shiwu/jinsechuanqiyouyusi
860,麦当劳 薯条,热量：242 大卡(每100克),http://www.boohee.com/shiwu/maidanglaoshutiao_zhong
861,雪米饼,热量：463 大卡(每100克),http://www.boohee.com/shiwu/xuemibing
862,蛋糕（水果）,热量：347 大卡(每100克),http://www.boohee.com/shiwu/dangao_shuiguo
863,酥糖,热量：436 大卡(每100克),http://www.boohee.com/shiwu/sutang
864,水晶糖,热量：395 大卡(每100克),http://www.boohee.com/shiwu/shuijingtang
865,海苔,热量：270 大卡(每100克),http://www.boohee.com/shiwu/haitai
866,麦当劳 脆薯饼,热量：308 大卡(每100克),http://www.boohee.com/shiwu/maidanglaocuishubing
867,维维嚼益嚼（葡萄干+花生）,热量：411 大卡(每100克),http://www.boohee.com/shiwu/weiweijiaoyijiao_putaoganhuasheng
868,驴打滚,热量：198 大卡(每100克),http://www.boohee.com/shiwu/lvdagun
869,达能 佳钙牛奶甜酥饼干牛奶口味,热量：468 大卡(每100克),http://www.boohee.com/shiwu/danengjiagainiunaitiansubingganniunaikouwei
870,牛奶饼干,热量：408 大卡(每100克),http://www.boohee.com/shiwu/niunaibinggan
871,麦当劳 麦香鸡,热量：283 大卡(每100克),http://www.boohee.com/shiwu/maidanglao_maixiangji
872,油面筋，又叫面筋泡、油炸生筋,热量：492 大卡(每100克),http://www.boohee.com/shiwu/youmianjin
873,千亿朵星光 益生菌含片(酸甜芒果味),热量：379 大卡(每100克),http://www.boohee.com/shiwu/fde63ca9
874,Easy Fun 阿胶糕（玫瑰型）,热量：426 大卡(每100克),http://www.boohee.com/shiwu/fdbce4eb
875,Easy Fun 益生元龟苓膏,热量：39 大卡(每100克),http://www.boohee.com/shiwu/fd02353b
876,枸杞，又叫甘杞、贡杞、枸杞子、红耳坠、苟起子、枸杞红实、西枸杞、狗奶子、血枸子、血杞子,热量：258 大卡(每100克),http://www.boohee.com/shiwu/gouqizi
877,陈皮，又叫橘皮、贵老、红皮、黄橘皮、广橘皮、新会皮,热量：319 大卡(每100克),http://www.boohee.com/shiwu/chenpi
878,栝楼根粉，又叫栝楼粉、蒌粉、天花粉,热量：397 大卡(每100克),http://www.boohee.com/shiwu/huafen_youcai
879,葛根，又叫野葛、鹿霍、黄斤、鸡齐根、干葛、甘葛、粉葛、黄葛根,热量：181 大卡(每100克),http://www.boohee.com/shiwu/gegen
880,阿拉斯加 康力士螺旋藻复合片,热量：335 大卡(每100克),http://www.boohee.com/shiwu/alasijiakanglishiluoxuanzaofuhepian
881,可康 果冻条（苦瓜味）,热量：92 大卡(每100克),http://www.boohee.com/shiwu/babaozhou_wutang_wahahapai
882,旺旺雪饼（香辣味）,热量：400 大卡(每100克),http://www.boohee.com/shiwu/wangwangxuebing_xianglawei
883,薯片（香辣味）,热量：555 大卡(每100克),http://www.boohee.com/shiwu/shupian_xianglawei
884,冰淇凌（脆皮甜筒）,热量：158 大卡(每100克),http://www.boohee.com/shiwu/bingqiling_cuipitiantong
885,饼干（咸）,热量：496 大卡(每100克),http://www.boohee.com/shiwu/binggan_xian
886,月饼(枣泥),热量：427 大卡(每100克),http://www.boohee.com/shiwu/yuebing_zaoni
887,吉百利怡口莲,热量：416 大卡(每100克),http://www.boohee.com/shiwu/jibailiyikoulian
888,智神 阿胶蜜枣,热量：314 大卡(每100克),http://www.boohee.com/shiwu/zhishenajiaomizao
889,蜜麻花,热量：369 大卡(每100克),http://www.boohee.com/shiwu/mimahua
890,混糖糕点,热量：455 大卡(每100克),http://www.boohee.com/shiwu/huntanggaodian
891,冰淇凌（巧克力圣代）,热量：173 大卡(每100克),http://www.boohee.com/shiwu/bingqiling_qiaokelishengdai
892,思朗 纤麸高纤消化饼,热量：473 大卡(每100克),http://www.boohee.com/shiwu/xianfugaoxianxiaohuabinggan
893,韩国爆米花,热量：430 大卡(每100克),http://www.boohee.com/shiwu/hanguobaomihua
894,乐事薯片鲜浓番茄味,热量：530 大卡(每100克),http://www.boohee.com/shiwu/leshishupianxiannongfanqiewei
895,月饼（奶油连芸）,热量：361 大卡(每100克),http://www.boohee.com/shiwu/yuebing_naiyoulianyun
896,花生芝麻糖,热量：498 大卡(每100克),http://www.boohee.com/shiwu/huashengzhimatang
897,德芙 榛仁巧克力,热量：568 大卡(每100克),http://www.boohee.com/shiwu/defuzhenrenqiaokeli
898,巧克力（果仁）,热量：511 大卡(每100克),http://www.boohee.com/shiwu/qiaokeli_guoren
899,鲜桃果汁糖,热量：397 大卡(每100克),http://www.boohee.com/shiwu/xiantaoguozhitang
900,财记 脆香花生酥,热量：581 大卡(每100克),http://www.boohee.com/shiwu/caijicuixianghuashengsu
901,美国GBN进口蛋白质粉,热量：407 大卡(每100克),http://www.boohee.com/shiwu/meiguoGBNjinkoudanbaizhifen
902,花粉（油松），又叫松花粉,热量：398 大卡(每100克),http://www.boohee.com/shiwu/huafen_yousong
903,阿拉斯加 康力士乳清蛋白粉（香草味）,热量：395 大卡(每100克),http://www.boohee.com/shiwu/alasijiakanglishiruqingdanbaifen_xiangcaowei
904,菊花（干），又叫怀菊花、节华、日精、女节、女华、周盈、傅延年、甘菊、真菊、金精、金蕊、馒头菊、甜菊花,热量：242 大卡(每100克),http://www.boohee.com/shiwu/juhua
905,花粉（荞麦）,热量：353 大卡(每100克),http://www.boohee.com/shiwu/huafen_qiaomai
906,纽崔莱 果蔬纤维素嚼片,热量：488 大卡(每100克),http://www.boohee.com/shiwu/niucuilaiguoshuxianweisujiaopian
907,阿拉斯加 康力士玫瑰果提取物复合片,热量：402 大卡(每100克),http://www.boohee.com/shiwu/alasijiakanglishimeiguiguotiquwufuhepian
908,蚕蛹,热量：230 大卡(每100克),http://www.boohee.com/shiwu/canyong
909,金日 高营养蛋白质粉,热量：197 大卡(每100克),http://www.boohee.com/shiwu/jinripaigaoyingyangdanbaizhifen
910,米粉（雀巢）,热量：376 大卡(每100克),http://www.boohee.com/shiwu/mifen_quechao
911,德芙 牛奶巧克力和黑巧克力精巧装,热量：543 大卡(每100克),http://www.boohee.com/shiwu/defuniunaiheheiqiaokelijingqiaozhuang
912,好丽友 蛋黄派（酸奶味）,热量：436 大卡(每100克),http://www.boohee.com/shiwu/haoliyouhidanhuangpaihisuannaiweihi
913,新家园 烤馍锅巴（比萨风味） 75g,热量：400 大卡(每100克),http://www.boohee.com/shiwu/xinjiayuankaomoguobabisafengwei
914,棒冰,热量：73 大卡(每100克),http://www.boohee.com/shiwu/bangbing_kelebing
915,大白兔红豆奶糖,热量：400 大卡(每100克),http://www.boohee.com/shiwu/dabaituhongdounaitang
916,月饼(百寿宴点),热量：435 大卡(每100克),http://www.boohee.com/shiwu/yuebing_baishouyandian
917,水果味软糖,热量：369 大卡(每100克),http://www.boohee.com/shiwu/shuiguoweiruantang
918,十月初五凤梨酥,热量：433 大卡(每100克),http://www.boohee.com/shiwu/shiyuechuwufenglisu
919,Easy Fun 柿种（海盐风味）,热量：409 大卡(每100克),http://www.boohee.com/shiwu/fdd937c6
920,Easy Fun 姜汁薄脆,热量：446 大卡(每100克),http://www.boohee.com/shiwu/fd030b6f
921,肉桂，又叫桂皮、牡桂、桂、大桂、筒桂、辣桂、玉桂,热量：278 大卡(每100克),http://www.boohee.com/shiwu/rougui
922,茯苓，又叫茯苓个、茯苓皮、茯苓块、赤茯苓、白茯苓、茯菟、伏灵、松腴、不死面、云苓、松薯、松苓、松木薯,热量：178 大卡(每100克),http://www.boohee.com/shiwu/fulian
923,乳儿糕,热量：366 大卡(每100克),http://www.boohee.com/shiwu/ruergao
924,DHC浓缩膳食纤维粉,热量：194 大卡(每100克),http://www.boohee.com/shiwu/DHCnongsuoshanshixianweifen
925,罗汉果，又叫假苦瓜、拉汉果、光果木鳖、,热量：246 大卡(每100克),http://www.boohee.com/shiwu/luohanguo
926,米粉（蔬菜，亨氏）,热量：394 大卡(每100克),http://www.boohee.com/shiwu/mifen_shucai_hengshi
927,薄荷(鲜)，又叫香花菜、绿薄荷、夜兰香、夜来香、月见草,热量：34 大卡(每100克),http://www.boohee.com/shiwu/baohe_xian
928,蛇,热量：85 大卡(每100克),http://www.boohee.com/shiwu/she_junzhi
929,紫苏(鲜)，又叫赤苏、白苏、苏、苏叶,热量：51 大卡(每100克),http://www.boohee.com/shiwu/zisu_xian
930,枣仁,热量：367 大卡(每100克),http://www.boohee.com/shiwu/zaoren
931,米粉（胡萝卜，亨氏）,热量：386 大卡(每100克),http://www.boohee.com/shiwu/mifen_huluobo_hengshi
932,冬虫夏草，又叫虫草、冬虫草（甘肃）、夏草冬虫、雅扎贡布（藏语）,热量：292 大卡(每100克),http://www.boohee.com/shiwu/dongchongxiacao
933,营养乳儿糕,热量：365 大卡(每100克),http://www.boohee.com/shiwu/yingyangruergao
934,阿拉斯加 康力士牡蛎提取物软胶囊（含钙）,热量：326 大卡(每100克),http://www.boohee.com/shiwu/alasijiakanglishimulitiquwuruanjiaonang_hangai
935,米粉（猪肝蔬菜，亨氏）,热量：391 大卡(每100克),http://www.boohee.com/shiwu/mifen_zhuganshucai_hengshi
936,优莎娜纤维素（水蜜桃芒果）,热量：267 大卡(每100克),http://www.boohee.com/shiwu/youshanaxianweisu_shuimitaomangguo
937,鸡肝蔬菜泥（亨氏）,热量：76 大卡(每100克),http://www.boohee.com/shiwu/jiganshucaini_hengshi
938,米粉（鱼肉蔬菜，亨氏）,热量：383 大卡(每100克),http://www.boohee.com/shiwu/mifen_yuroushucai_hengshi
939,白芷，又叫芳香、泽芬、香白芷,热量：324 大卡(每100克),http://www.boohee.com/shiwu/baizhi
940,决明(鲜)，又叫羊明、马蹄决明、钝叶决明、假绿豆、草决明、还瞳子、狗屎豆,热量：1 大卡(每100克),http://www.boohee.com/shiwu/jueming_xian
941,亨氏牌婴儿营养米粉DHA蔬菜口味,热量：365 大卡(每100克),http://www.boohee.com/shiwu/hengshipaiyingeryingyangmifenDHAshucaikouwei
942,天然元 啤酒酵母复合营养片含B族维生素,热量：120 大卡(每100克),http://www.boohee.com/shiwu/tianranyuanpijiujiaomufuheyingyangpianhanBzuweishengsu
943,米粉（高蛋白，雀巢）,热量：409 大卡(每100克),http://www.boohee.com/shiwu/mifen_gaodanbai_quechao
944,米粉（高蛋白，亨氏）,热量：375 大卡(每100克),http://www.boohee.com/shiwu/mifen_gaodanbai_hengshi
945,阿拉斯加 康力士谷物提取物复合片（含全家福多种维生素）,热量：210 大卡(每100克),http://www.boohee.com/shiwu/alasijiakanglishiguwutiquwufuhepian_hanquanjiafuduozhongweishengsu
946,婴儿营养粉,热量：426 大卡(每100克),http://www.boohee.com/shiwu/yingeryingyangfen
947,美国纤雅奇异子,热量：536 大卡(每100克),http://www.boohee.com/shiwu/meiguoxianyaqiyizi
948,婴儿奶糕,热量：345 大卡(每100克),http://www.boohee.com/shiwu/yingernaigao
949,薄荷(干)，又叫蕃荷菜、南薄荷、猫儿薄荷、野薄荷、升阳菜、薄苛,热量：271 大卡(每100克),http://www.boohee.com/shiwu/baohe_gan
950,甘草，又叫生甘草、粉甘草、甘草梢、甜根子、美草、蜜草、国老、甜草、粉草、蜜甘,热量：280 大卡(每100克),http://www.boohee.com/shiwu/gancao
951,建昌明列子,热量：440 大卡(每100克),http://www.boohee.com/shiwu/jianchangmingliezi
952,蝎子,热量：177 大卡(每100克),http://www.boohee.com/shiwu/xiezi
953,米粉（胡萝卜，雀巢）,热量：374 大卡(每100克),http://www.boohee.com/shiwu/mifen_huluobo_quechao
954,米粉（番茄，亨氏）,热量：391 大卡(每100克),http://www.boohee.com/shiwu/mifen_fanqie_hengshi
955,汤臣倍健蛋白混合饮料,热量：414 大卡(每100克),http://www.boohee.com/shiwu/tangchenbeijiandanbaihunheyinliao
956,钙质糕粉,热量：367 大卡(每100克),http://www.boohee.com/shiwu/gaizhigaofen
957,米粉（蔬菜，雀巢）,热量：394 大卡(每100克),http://www.boohee.com/shiwu/mifen_shucai_quechao
958,高良姜，又叫高凉姜、很姜、蛮姜、小良姜、海良姜,热量：255 大卡(每100克),http://www.boohee.com/shiwu/gaoliangjiang
959,米粉（苹果，雀巢）,热量：374 大卡(每100克),http://www.boohee.com/shiwu/mifen_pingguo_quechao
960,花椒叶（干）,热量：236 大卡(每100克),http://www.boohee.com/shiwu/huajiaoye_gan
961,紫苏,热量：295 大卡(每100克),http://www.boohee.com/shiwu/zisu
962,车前子(鲜)，又叫车轮菜、车前、当道、牛舌、虾蟆衣、牛遗、蛤蚂草、虾膜草、饯贯草、地胆草、白贯草、牛舄、胜舄、马舄,热量：73 大卡(每100克),http://www.boohee.com/shiwu/cheqianzi_xian
963,砂仁，又叫缩沙蜜、缩砂仁,热量：265 大卡(每100克),http://www.boohee.com/shiwu/sharen
964,藿香叶(鲜)，又叫兜娄婆香,热量：89 大卡(每100克),http://www.boohee.com/shiwu/hexiangye_xian
